0.000000000000000000e+00 -1.977291261162393010e-01 -3.217953335376302210e-02 6.942350508117245888e-04 2.239055487794576124e-02 -8.731574903027882265e-03 -6.045709518432215582e-04 -2.493943017385159052e-03 -1.843377833949699871e-03 8.968303136016491425e-05
1.000000000000000056e-01 -4.493209925383145724e-03 1.121523219969690170e-02 6.819640697775047888e-02 -1.756821693935203127e-02 -1.114559188499644055e-02 -1.021761098732610999e-02 -1.636179938238428722e-02 -1.150662263072328717e-02 -8.918133526688687418e-03
2.000000000000000111e-01 7.082378321498038198e-02 -1.102074979344931926e-01 -4.582310775823868199e-02 -2.591577494546738053e-02 -6.989071157487911079e-03 -2.318177984407640557e-02 -1.567047892087592223e-02 -1.772653135673021851e-02 -1.524576881628224648e-02
3.000000000000000444e-01 1.858692356362028064e-01 -3.158399329360486035e-02 -6.434764872822780479e-02 -7.082731430490282407e-03 -3.490009956059918206e-02 -2.637541903163987886e-02 -1.965592735593459442e-02 -1.996624173495509594e-02 -1.982778919850694890e-02
4.000000000000000222e-01 -6.672918121604835828e-02 2.490697511004647327e-02 -9.707146666105352997e-03 -1.154860536336520770e-02 -7.284116600828585003e-03 -1.397836389549720129e-02 -2.099146011788476443e-02 -2.043922064658274668e-02 -1.796213368890329717e-02
5.000000000000000000e-01 -2.040868504859670932e-02 -6.467043531876498497e-02 -2.422824997200205902e-02 -1.199286646500373130e-02 -1.745200656889506208e-02 -2.103358980872817308e-02 -1.820752989629047247e-02 -1.768900368332912074e-02 -1.936634472892093811e-02
6.000000000000000888e-01 9.092478128617872968e-02 4.932643516253067129e-02 -1.753497801511914866e-02 -2.483555416625252144e-02 5.749960331328612256e-03 -2.785711191187574542e-02 -1.655524540534684605e-02 -1.888820079447907363e-02 -1.697216084528550134e-02
7.000000000000000666e-01 1.203770215547667055e-01 -1.798535867151130133e-02 -3.396001627365229092e-02 -4.037311089073808423e-02 -1.892864546602210374e-02 -7.994764687137835904e-03 -1.454737143044206905e-02 -1.324940650738272961e-02 -1.268038391197444208e-02
8.000000000000000444e-01 -2.669730035249140987e-01 -7.361438174150049946e-03 -1.201121588550815855e-02 -1.429669169476687797e-02 -7.913059472433214142e-03 -1.074801545653900590e-02 -8.203360227756093317e-03 -4.184467059309010702e-03 -2.916619247257981953e-03
9.000000000000000222e-01 -1.536766704559958119e-02 4.526656028541543864e-02 -3.478353454094853386e-02 3.612962128013597757e-02 9.340137847054326078e-03 4.396591643586927715e-03 8.042688296304790693e-03 4.304878485893646328e-03 4.585384334689326241e-03
1.000000000000000000e+00 5.387947158678541709e-02 1.086628381479986388e-01 6.193755276849810532e-02 2.412114211108752973e-02 2.405114883628958755e-02 1.783039626443854234e-02 1.561238263135615069e-02 1.653363901317429427e-02 1.543016355625284435e-02
1.100000000000000089e+00 7.619136493908175434e-02 7.314064187297951436e-02 -2.422558843273053125e-02 2.281813986829580448e-03 4.075180371294009896e-02 2.817968885541407079e-02 2.115341265427536643e-02 2.866000503104303154e-02 2.916150330308796279e-02
1.200000000000000178e+00 -1.156899519426069500e-01 6.458437413644570191e-02 1.734188406037096009e-02 4.917413670744381904e-02 3.341378968234566538e-02 2.405390828514188811e-02 3.737463400335024055e-02 4.094257516865587587e-02 4.068836681668127481e-02
1.300000000000000044e+00 1.635948386555047263e-01 -9.711295141239562057e-02 2.493183842270582304e-02 8.321822326385626412e-02 7.073105236964527531e-02 5.386946668699951063e-02 5.737899712136165092e-02 5.534865783482823681e-02 5.582993326479013252e-02
1.400000000000000133e+00 2.216159177583361950e-01 1.994979339729860135e-01 1.123462749613348827e-01 7.371365253064478262e-02 5.608600219359956285e-02 7.011670397352812167e-02 6.671088248267612042e-02 7.098984946221519043e-02 7.181124071539531084e-02
1.500000000000000000e+00 -3.932608633362877359e-02 1.205217623579254993e-01 1.383012302937048355e-01 8.734623089980944610e-02 7.820338683403416091e-02 7.704450732507935051e-02 8.887094620537537570e-02 8.706827171282417732e-02 8.638779982904461197e-02
1.600000000000000089e+00 8.800455860090328208e-02 1.871965763994401510e-02 1.388283551206206390e-01 1.005253213455348099e-01 1.060331061726564050e-01 9.477447967865768041e-02 1.032989744136152549e-01 1.030355545784454874e-01 1.018862014514003017e-01
1.700000000000000178e+00 6.038326668157604354e-02 2.055329587840340477e-02 1.309084331421082326e-01 1.308007220814819405e-01 1.261733793335968190e-01 1.224999265512880936e-01 1.175436830584496994e-01 1.158982701522369568e-01 1.187952113528373127e-01
1.800000000000000044e+00 3.037483549707987729e-01 1.910579841931938083e-01 1.286152021399777912e-01 1.280758264224206855e-01 1.323730154616610255e-01 1.268163911797490495e-01 1.370641526639791163e-01 1.338691177635743801e-01 1.321363034281337334e-01
1.900000000000000133e+00 2.517744748715676217e-01 1.966012443240449659e-01 1.573463056185022690e-01 1.552278902838628294e-01 1.547437400872961333e-01 1.418525922340707346e-01 1.486248235615003632e-01 1.476416482945880626e-01 1.474056584119797508e-01
2.000000000000000000e+00 3.750962575170312396e-01 9.539145377780268442e-02 2.337323066657706894e-01 1.518550199852819194e-01 1.575892380957029659e-01 1.535512213174211882e-01 1.592276995173114162e-01 1.607458420426604306e-01 1.608029849216163487e-01
2.100000000000000089e+00 3.812330512405803784e-02 1.442528537154358359e-01 1.708022192874488476e-01 1.820535263321237940e-01 1.852535590425565815e-01 1.686928339390910414e-01 1.719102410161954808e-01 1.717585149273883338e-01 1.708334061337714038e-01
